junction	orig_count	orig_posterior	swapped_count	swapped_posterior	total_reads
chr1|KIAA0319L:35944567|KIAA0319L:35944813|dup|-	1	0.893028307286	0	0	1
chr8|AZIN1:103870241|AZIN1:103870378|dup|-	1	0.875181790057	1	0.907248075562	1
chr12|HECTD4:112616735|HECTD4:112617201|rev|-	1	0.888513926676	0	0	1
chr16|ITGAL:30490782|ITGAL:30490412|rev|+	0	0.0	1	0.866943386349	1
chr22|ADRBK2:26091181|ADRBK2:26074783|rev|+	1	0.746176345908	0	0	1
chr20|RPN2:35812776|RPN2:35812583|dup|+	0	0.0	2	0.98965616898	2
chr6|DOPEY1:83862086|DOPEY1:83861312|rev|+	1	0.890738336758	0	0	1
chr14|TXNDC16:52977958|TXNDC16:52986011|rev|-	0	0.0	1	0.885485600404	1
chr14|DYNC1H1:102507010|DYNC1H1:102506573|rev|+	1	0.891117936665	1	0.857516544497	2
chr18|ZNF236:74593468|ZNF236:74561482|rev|+	2	0.966778317834	0	0	2
chr5|POLK:74848416|POLK:74842835|rev|+	1	0.885298278903	0	0	1
chr15|MEF2A:100173378|MEF2A:100173183|dup|+	1	0.890738336758	0	0	1
chr14|MED6:71059597|MED6:71064494|rev|-	0	0.0	1	0.674538340723	1
chr10|CHST15:125780772|CHST15:125806240|rev|-	0	0.0	2	0.968485503357	2
chr1|PIGK:77620134|PIGK:77676174|rev|-	0	0.0	1	0.907956242884	1
chr13|PCCA:100809594|PCCA:100755137|rev|+	1	0.875181424181	0	0	1
chr8|EIF3E:109247227|EIF3E:109248432|rev|-	1	0.867951702652	0	0	1
chr2|FOXN2:48573890|FOXN2:48573340|dup|+	0	0.0	1	0.857516544497	1
chr1|PKN2:89226059|PKN2:89206671|rev|+	1	0.848516253076	1	0.897346925089	2
chr1|EPS15:51869091|EPS15:51874004|rev|-	0	0.0	1	0.875467969509	1
chr7|MLL3:151891094|MLL3:151896544|rev|-	1	0.892085979112	0	0	1
chr3|SELT:150342686|SELT:150340172|rev|+	0	0.0	1	0.895621155934	1
chr18|MIB1:19424214|MIB1:19399456|rev|+	0	0.0	1	0.891873434708	1
chr15|CERS3:101084856|VIMP:101813061|rev|-	0	0.0	1	6.36918127077e-05	1
chr7|ZNF3:99674926|ZNF3:99677279|rev|-	1	0.767955179771	0	0	1
chr7|GBAS:56051561|GBAS:56049903|rev|+	1	0.875181424181	0	0	1
chr10|WAPAL:88256958|WAPAL:88260500|rev|-	1	0.768842469977	0	0	1
chrX|XIAP:123034543|XIAP:123022469|rev|+	1	0.759532705073	0	0	1
chr20|NFATC2:50133323|NFATC2:50140135|rev|-	1	0.891118783438	0	0	1
chr5|JMY:78602284|JMY:78595976|rev|+	1	0.74617572535	0	0	1
chr15|VPS13C:62299507|VPS13C:62327251|rev|-	1	0.859095283518	0	0	1
chr11|PACS1:66006748|PACS1:66006275|rev|+	0	0.0	1	0.909792939275	1
chr15|IQGAP1:90986710|IQGAP1:90982564|rev|+	2	0.113273802174	1	0.909792939275	3
chr16|CLEC16A:11145498|CLEC16A:11114050|rev|+	0	0.0	1	0.606775235155	1
chr1|AGO3:36492899|AGO3:36437625|rev|+	0	0.0	1	0.909064361694	1
chr11|ARHGEF12:120343836|ARHGEF12:120318583|rev|+	1	0.824032739098	0	0	1
chr11|MLL:118353210|MLL:118348682|rev|+	0	0.0	1	0.870027380706	1
chr1|TRIM33:115005726|TRIM33:115007010|rev|-	0	0.0	1	0.867736423076	1
chr16|LONP2:48337216|LONP2:48290521|rev|+	1	0.770671302258	0	0	1
chr7|SLC37A3:140055468|SLC37A3:140058585|rev|-	0	0.0	2	0.969460932162	2
chr13|WDFY2:52313311|WDFY2:52277732|rev|+	0	0.0	1	0.606775235155	1
chr11|PICALM:85714409|PICALM:85722179|rev|-	0	0.0	1	0.883094077094	1
chr17|MYO1D:31082510|MYO1D:31094770|rev|-	2	0.980065090223	0	0	2
chr8|CHD7:61743136|RAB2A:61484605|rev|+	0	0.0	1	2.4223171663e-05	1
chr11|TREH:118533590|RPS25:118888255|rev|-	0	0.0	1	0.0391550358838	1
chr7|NCAPG2:158473413|ESYT2:158542414|rev|-	1	0.000185326198692	0	0	1
chr14|VTI1B:68120154|RDH11:68157138|rev|-	0	0.0	2	0.984898420989	2
chr17|THRA:38245586|ERBB2:37880165|rev|+	0	0.0	1	0.0359512771051	1
chr1|ZMYM4:35859340|ZMYM4:35846860|rev|+	1	0.311832654112	0	0	1
chr15|THSD4:71549054|THSD4:71534988|rev|+	0	0.0	1	0.0759784688267	1
chr1|SPATA6:48821342|SPATA6:48869554|rev|-	0	0.0	1	0.824517905075	1
chr10|DHTKD1:12136270|CELF2:11207449|rev|+	1	0.000232265138445	0	0	1
chr6|CDK19:110959852|CDK19:111067404|rev|-	1	0.0544912508508	1	0.0654059550322	1
chr3|USP13:179483636|USP13:179481790|rev|+	0	0.0	1	0.889816646742	1
chr18|CEP192:13013024|CEP192:12999420|rev|+	0	0.0	1	0.909792939275	1
chr17|TOP3A:18211665|TOP3A:18212255|rev|-	1	0.84438220458	0	0	1
chr4|LRBA:151719233|LRBA:151729550|rev|-	0	0.0	1	0.802115316261	1
chr16|ABCC11:48237139|ABCC11:48245110|rev|-	1	0.798245334723	0	0	1
chr7|SUN1:900019|FAM20C:195554|rev|+	1	3.54748822252e-05	0	0	1
chr11|ATM:108188248|ATM:108178624|rev|+	0	0.0	1	0.907956242884	1
chr5|VCAN:82868379|VCAN:82832826|rev|+	1	0.892858579284	0	0	1
chr18|ATP9B:76967012|ATP9B:76886267|rev|+	0	0.0	1	0.889816646742	1
chr16|PDPR:70176589|PDPR:70172802|rev|+	1	0.597677068096	0	0	1
chr22|CHEK2:29090020|CHEK2:29095925|rev|-	0	0.0	1	0.745625563484	1
chrX|USP9X:41045895|USP9X:41043251|rev|+	0	0.0	1	0.847178842235	1
chr15|PPIP5K1:43857065|CATSPER2:43939665|rev|-	1	0.682587062279	0	0	1
chr7|PHF14:11030474|PHF14:11021999|rev|+	0	0.0	1	0.883093983492	1
chr5|CSNK1G3:122893258|CSNK1G3:122881111|rev|+	4	0.0159259537118	3	0.998249725235	7
chr9|EHMT1:140622981|EHMT1:140622801|dup|+	1	0.805837499445	0	0	1
chr3|ABCC5:183695305|ABCC5:183696439|rev|-	1	0.0944561893022	0	0	1
chr10|FAM188A:15863655|FAM188A:15889942|rev|-	0	0.0	2	0.97257292341	2
chr12|ETNK1:22826594|ETNK1:22796697|rev|+	0	0.0	1	0.866943466945	1
chr9|CAMSAP1:138773479|CAMSAP1:138774924|rev|-	4	0.998100773014	3	0.998002579802	7
chr1|STX6:180953813|STX6:180974599|rev|-	1	0.0812189135214	0	0	1
chr2|NDUFS1:206992521|NDUFS1:206992696|dup|-	0	0.0	1	0.885485600404	1
chr2|NAB1:191537878|NAB1:191523884|rev|+	1	0.859095283518	4	0.999731437651	5
chr17|COPS3:17158173|COPS3:17174322|rev|-	0	0.0	1	0.904374982598	1
chr2|TLK1:171902684|TLK1:171939362|rev|-	1	0.888514662212	0	0	1
chr8|NCOA2:71071740|NCOA2:71075089|rev|-	1	0.83614459033	0	0	1
chr1|FAM20B:179033631|FAM20B:179012850|rev|+	1	0.805838020297	0	0	1
chr10|REEP3:65379560|REEP3:65369947|rev|+	1	0.891118783438	0	0	1
chr2|NPAS2:101582228|NPAS2:101554215|rev|+	1	0.770671302258	0	0	1
chr1|DPYD:98144651|DPYD:98187227|rev|-	1	0.82193024309	0	0	1
chr7|RAPGEF5:22306583|RAPGEF5:22357656|rev|-	0	0.0	1	0.907956242884	1
chr4|FIP1L1:54310270|FIP1L1:54294194|rev|+	0	0.0	1	0.907248075562	1
chr17|NT5C3B:39985042|NT5C3B:39987142|rev|-	1	0.0518208763423	0	0	1
chr14|NIN:51288592|NIN:51288795|dup|-	0	0.0	1	0.885485600404	1
chr7|PION:77006165|PION:77033932|rev|-	0	0.0	1	0.866943466945	1
chr11|KDM2A:66949363|KDM2A:66947550|rev|+	1	0.888514662212	0	0	1
chr16|KLHDC4:87760371|KLHDC4:87764250|rev|-	0	0.0	1	0.857516544497	1
chr12|SCYL2:100691953|SCYL2:100676721|rev|+	2	0.96972772718	2	0.431292142079	4
chr1|RPAP2:92846430|RPAP2:92798948|rev|+	1	0.318866363815	0	0	1
chr1|ARHGAP29:94685814|ARHGAP29:94685948|dup|-	0	0.0	1	0.839274232485	1
chr12|RAB3IP:70195501|RAB3IP:70193989|rev|+	1	0.88851430068	0	0	1
chr16|ATF7IP2:10534319|ATF7IP2:10522725|rev|+	2	0.37765975277	0	0	2
chr5|CDKL3:133638281|CDKL3:133644418|rev|-	0	0.0	1	0.857516544497	1
chr3|ATP11B:182566345|ATP11B:182559863|rev|+	0	0.0	1	0.900486300659	1
chr18|MIB1:19399607|MIB1:19345733|rev|+	0	0.0	1	0.891873068826	1
chr12|PPP1R12A:80211174|PPP1R12A:80215970|rev|-	0	0.0	1	0.844318739331	1
chr5|RARS:167921655|RARS:167915607|rev|+	0	0.0	3	0.965184041072	3
chr3|SFMBT1:52952500|SFMBT1:52977609|rev|-	1	0.888430727563	0	0	1
chr8|PTK2:141810558|PTK2:141874498|rev|-	1	0.767955779834	0	0	1
chr16|IL4R:27364017|IL4R:27357788|rev|+	0	0.0	1	0.847178842235	1
chr11|NUP98:3789811|NUP98:3794969|rev|-	1	0.885298638242	0	0	1
chr2|NBAS:15467874|NBAS:15567918|rev|-	1	0.777770602627	0	0	1
chr17|BPTF:65972074|BPTF:65941525|rev|+	1	0.893028307286	2	0.989207986551	3
chr17|GAS7:9862519|GAS7:9923214|rev|-	0	0.0	1	0.907956242884	1
chr7|MKLN1:131084192|MKLN1:131071879|rev|+	1	0.859095283518	0	0	1
chr2|CCNT2:135696632|CCNT2:135694411|rev|+	1	0.859095283518	0	0	1
chr1|LYST:235937142|LYST:235940608|rev|-	1	0.893028307286	0	0	1
chr18|MIB1:19383975|MIB1:19358064|rev|+	0	0.0	1	0.895622180608	1
chr14|PAPOLA:97029230|PAPOLA:97026986|rev|+	0	0.0	1	0.0665342038127	1
chr7|UBE3C:157018233|UBE3C:157015948|rev|+	0	0.0	1	0.687914488849	1
chr10|ANK3:61844360|ANK3:61845011|rev|-	0	0.0	1	0.755723804946	1
chr19|CCDC9:47768203|CCDC9:47767860|rev|+	1	0.893028307286	0	0	1
chr6|DDR1:30858897|DDR1:30856465|rev|+	1	0.766563883119	0	0	1
chr8|STAU2:74585342|STAU2:74601048|rev|-	1	0.892744063778	1	0.878201026694	2
chr4|SPATA5:123900541|SPATA5:123848789|rev|+	0	0.0	1	0.0412964247511	1
chr4|NUP54:77055328|NUP54:77065626|rev|-	0	0.0	2	0.987934655081	2
chr22|EIF4ENIF1:31843412|EIF4ENIF1:31846346|rev|-	0	0.0	1	0.866943466945	1
chr17|MMD:53478830|MMD:53481229|rev|-	0	0.0	1	0.839274326536	1
chr2|BIRC6:32658872|BIRC6:32626231|rev|+	0	0.0	1	0.866943466945	1
chr17|WSB1:25636298|WSB1:25630393|rev|+	0	0.0	1	0.889816646742	1
chr6|SMAP1:71508440|SMAP1:71464683|rev|+	0	0.0	1	0.793755182869	1
chr11|SHANK2:70505933|SHANK2:70507783|rev|-	3	0.53902881478	1	0.909063997042	4
chr6|PTPRK:128505577|PTPRK:128563747|rev|-	1	0.573736936321	0	0	1
chr1|MTF1:38300751|MTF1:38304428|rev|-	0	0.0	1	0.793755252451	1
chr17|ERBB2:37866734|ERBB2:37864574|rev|+	4	0.999067066592	2	0.989742336689	6
chr2|ABI2:204267457|ABI2:204244931|rev|+	1	0.888513926676	0	0	1
chr4|DDX60L:169321977|DDX60L:169379159|rev|-	1	0.805838020297	0	0	1
chr4|FAM13A:89688704|FAM13A:89726203|rev|-	0	0.0	1	0.909792528215	1
chr4|TBCK:107114766|TBCK:107133992|rev|-	0	0.0	1	0.847178842235	1
chr6|NUP153:17661884|NUP153:17676001|rev|-	1	0.867951702652	0	0	1
chrX|HDAC8:71681854|HDAC8:71684581|rev|-	1	0.875181045682	0	0	1
chr3|NEK11:130889731|NEK11:130881252|rev|+	2	0.932391180225	0	0	2
chr19|PLIN3:4859602|PLIN3:4861423|rev|-	0	0.0	1	0.793754879116	1
chr16|ZC3H18:88677944|ZC3H18:88677676|dup|+	0	0.0	1	0.90437483174	1
chr1|VPS13D:12383837|VPS13D:12382593|rev|+	1	0.805838523782	0	0	1
chr19|ZNF615:52506950|ZNF83:53120068|rev|-	0	0.0	1	6.62209185444e-05	1
chr12|ATXN2:111958686|ATXN2:111990781|rev|-	0	0.0	1	0.883093983492	1
chr2|GIGYF2:233660931|GIGYF2:233651860|rev|+	1	0.880911977217	2	0.317510755992	3
chr17|MILR1:62463762|MILR1:62461569|rev|+	1	0.767955179771	0	0	1
chr6|HLA-DRB5:32489682|HLA-DRB6:32522748|rev|-	1	0.0812992926315	2	2.72860722483e-06	3
chr6|DOPEY1:83810605|DOPEY1:83806644|rev|+	0	0.0	1	0.907248075562	1
chr16|FTO:53922863|FTO:53907698|rev|+	1	0.802463898717	0	0	1
chr12|HSP90B1:104337652|HSP90B1:104332118|rev|+	0	0.0	1	0.87820015617	1
chr9|NAA35:88611492|NAA35:88574708|rev|+	1	0.888430727563	0	0	1
chr4|SDAD1:76885288|SDAD1:76903190|rev|-	3	0.993779139879	0	0	3
chr21|MORC3:37717005|MORC3:37711072|rev|+	1	0.767956359889	0	0	1
chr13|PAN3:28752072|PAN3:28748409|rev|+	0	0.0	1	0.793755252451	1
chr6|REPS1:139228632|REPS1:139229953|rev|-	2	0.934692990509	0	0	2
chr2|CLK1:201721405|CLK1:201721708|rev|-	2	0.936486759801	0	0	2
chr1|PTPRC:198721901|NEK7:198288542|rev|+	1	0.000232265138445	0	0	1
chr3|SETD2:47098311|SETD2:47108608|rev|-	1	0.892136942135	0	0	1
chr11|GUCY1A2:106810186|GUCY1A2:106810904|dup|-	1	0.875181790057	0	0	1
chr10|C10orf68:32873232|CCDC7:32832228|rev|+	4	0.997005618046	1	0.832636994384	5
chr19|CARM1:11019883|CARM1:11015627|rev|+	0	0.0	1	0.866943302968	1
chr12|TAOK3:118619176|TAOK3:118619412|dup|-	0	0.0	1	0.866943466945	1
chr6|GLTSCR1L:42797910|GLTSCR1L:42789756|rev|+	1	0.875181790057	0	0	1
chr2|FARP2:242373736|FARP2:242343243|rev|+	1	0.892136556695	0	0	1
chr8|STK3:99954606|COX6C:100890493|rev|-	0	0.0	1	6.18316280277e-05	1
chr1|NUCKS1:205693054|NUCKS1:205698749|rev|-	1	0.875181790057	0	0	1
chr2|UBXN4:136528305|UBXN4:136527339|rev|+	1	0.892137314723	0	0	1
chr21|PDXK:45163688|PDXK:45153950|rev|+	0	0.0	1	0.866943466945	1
chr12|FGD4:32764217|FGD4:32760891|rev|+	2	0.975170526423	0	0	2
chr6|C6orf106:34574332|C6orf106:34574681|dup|-	2	0.985233550479	1	0.909063997042	3
chr20|CHD6:40141485|CHD6:40179999|rev|-	0	0.0	1	0.825186267802	1
chr15|TMEM87A:42553156|TMEM87A:42560230|rev|-	1	0.0415270999881	0	0	1
chr6|KPNA5:117026323|KPNA5:117010483|rev|+	0	0.0	2	0.976835706601	2
chr6|RANBP9:13632602|RANBP9:13644961|rev|-	2	0.973557200599	1	0.857516544497	3
chr1|LOC255654:246681001|ZNF124:247323115|rev|-	1	0.00116437757705	0	0	1
chr16|TNRC6A:24803138|TNRC6A:24762047|rev|+	0	0.0	1	0.733854219381	1
chr12|EEA1:93219942|EEA1:93246801|rev|-	1	0.848516253076	0	0	1
chr8|MCM4:48884028|MCM4:48882358|rev|+	0	0.0	1	0.839274326536	1
chr13|FNDC3A:49762769|FNDC3A:49761258|rev|+	1	0.892858579284	0	0	1
chr7|TRRAP:98569568|TRRAP:98563319|rev|+	2	0.959608636793	0	0	2
chr1|MAN1A2:117963271|MAN1A2:117944808|rev|+	3	0.944324193886	2	0.911834480105	5
chr7|MLL5:104681470|MLL5:104678573|rev|+	3	0.992624898071	0	0	3
chr7|CRCP:65599361|CRCP:65595731|rev|+	0	0.0	1	0.832636994384	1
chr2|NAGK:71304766|PCYOX1:70486492|rev|+	0	0.0	1	6.36918127077e-05	1
chr12|SLC41A2:105321751|SLC41A2:105322472|dup|-	1	0.892137314723	1	0.900486426287	2
chr7|POM121:72397501|POM121:72396800|rev|+	0	0.0	1	0.573394657486	1
chr5|MCTP1:94224584|MCTP1:94248681|rev|-	0	0.0	1	0.897346588677	1
chr17|FN3KRP:80680762|FN3KRP:80676782|rev|+	0	0.0	1	0.907248075562	1
chr5|CNOT6:179980471|CNOT6:179956275|rev|+	1	0.875181424181	0	0	1
chrX|DOCK11:117788924|DOCK11:117788565|rev|+	0	0.0	2	0.984898389951	2
chr6|MED23:131919427|MED23:131929211|rev|-	1	0.83614459033	0	0	1
chr21|LTN1:30338692|LTN1:30353621|rev|-	0	0.0	1	0.909420357027	1
chr2|FAM228B:24362320|FAM228B:24357989|rev|+	1	0.859094891685	0	0	1
chr10|FRA10AC1:95430527|FRA10AC1:95447206|rev|-	1	0.0777070721259	0	0	1
chr1|YY1AP1:155644801|GON4L:155755165|rev|-	0	0.0	1	3.2453889216e-05	1
chr7|BAZ1B:72873866|BAZ1B:72877429|rev|-	0	0.0	1	0.883094077094	1
chr17|NUFIP2:27613010|NUFIP2:27614734|dup|-	4	0.993694232013	3	0.997026962286	7
chr1|CD53:111435155|CD53:111434014|rev|+	0	0.0	1	0.909064361694	1
chr11|TMEM109:60688460|TMEM109:60687158|rev|+	0	0.0	1	0.909420583764	1
chr8|PPP3CC:22333137|PPP3CC:22332467|rev|+	1	0.848515840276	0	0	1
chr5|SMA4:69492705|NAIP:70281713|rev|-	1	0.78223881214	0	0	1
chr22|FBLN1:45931217|FBLN1:45927145|rev|+	1	0.875181790057	0	0	1
chr2|ARPC2:219104207|ARPC2:219103387|rev|+	1	0.805838523782	0	0	1
chr11|NAP1L4:2991033|NAP1L4:3000467|rev|-	0	0.0	1	0.866943386349	1
chr11|ARHGEF12:120348235|ARHGEF12:120339997|rev|+	0	0.0	2	0.465991398414	2
chr17|ERBB2:37882106|ERBB2:37880979|rev|+	2	0.982806458475	0	0	2
chr4|NFKB1:103459113|NFKB1:103446669|rev|+	0	0.0	1	0.0625533101305	1
chr8|EFR3A:132968152|EFR3A:132962216|rev|+	0	0.0	1	0.850998265603	1
chr6|MAP3K4:161471011|MAP3K4:161455291|rev|+	0	0.0	1	0.0708087937191	1
chr1|ZMYM4:35854683|ZMYM1:35569896|rev|+	0	0.0	1	2.44124868084e-05	1
chr13|TMCO3:114193822|TMCO3:114174931|rev|+	1	0.890738336758	0	0	1
chr14|PCNX:71445365|PCNX:71428943|rev|+	0	0.0	1	0.909064182462	1
chr1|SCNM1:151139890|SCNM1:151139410|rev|+	1	0.823534954235	1	0.793755252451	2
chr1|PKN2:89237562|PKN2:89236035|rev|+	1	0.0866263268158	0	0	1
chr9|DENND4C:19300329|DENND4C:19288594|rev|+	1	0.787848806082	0	0	1
chr22|TNRC6B:40697337|TNRC6B:40669429|rev|+	1	0.892858579284	0	0	1
chr12|DPY19L2:64038183|DPY19L2:64041145|rev|-	1	0.773749761935	0	0	1
chr10|ZSWIM8:75557363|SEC24C:75506563|rev|+	0	0.0	1	0.0325209937932	1
chr2|HPCAL1:10560261|HPCAL1:10559860|dup|+	0	0.0	1	0.889815581374	1
chr18|TTC39C:21698196|TTC39C:21644104|rev|+	0	0.0	1	0.866943466945	1
chr17|SCPEP1:55079542|SCPEP1:55074323|rev|+	1	0.823534954235	0	0	1
chr6|LINC00340:22020771|LINC00340:22020568|dup|+	2	0.297199751808	0	0	2
chr1|NMNAT1:10041228|NMNAT1:10032076|rev|+	1	0.893027918789	0	0	1
chr13|CARKD:111276626|CARKD:111274563|rev|+	1	0.83614459033	0	0	1
chr2|VPS54:64147017|VPS54:64209021|rev|-	0	0.0	1	0.6745383765	1
chr2|STK39:168986051|STK39:168997268|rev|-	1	0.787848806082	0	0	1
chr15|LRRC28:99903470|LRRC28:99874128|rev|+	1	0.648530511021	0	0	1
chr10|RUFY2:70152895|RUFY2:70161494|rev|-	1	0.892859352696	0	0	1
chr10|WAC:28884970|WAC:28878665|rev|+	2	0.963017769558	0	0	2
chr21|GART:34906885|GART:34907626|rev|-	0	0.0	1	0.554924972727	1
chr7|LMBR1:156516806|LMBR1:156556489|rev|-	0	0.0	1	0.0659164125644	1
chr1|PUM1:31465237|PUM1:31479949|rev|-	0	0.0	1	0.895622180608	1
chr6|C6orf165:88170883|C6orf165:88119553|rev|+	0	0.0	1	0.909064361694	1
chr2|PSME4:54114396|PSME4:54120936|rev|-	0	0.0	1	0.907956242884	1
chr3|VPS8:184616442|VPS8:184542333|rev|+	0	0.0	1	0.883094077094	1
chr19|GPATCH1:33585175|GPATCH1:33584265|rev|+	0	0.0	1	0.875468238019	1
chr1|UBAP2L:154228231|UBAP2L:154226376|rev|+	0	0.0	1	0.851003441982	1
chr5|ADAMTS6:64747302|ADAMTS6:64769779|rev|-	1	0.82193024309	0	0	1
chr19|SAFB2:5604594|SAFB2:5604947|rev|-	2	0.975926158425	0	0	2
chr17|PSME3:40991397|PSME3:40989666|rev|+	1	0.0737922017876	0	0	1
chr2|FAM168B:131829428|FAM168B:131840230|rev|-	1	0.821929288414	1	0.909792939275	1
chr14|ARID4A:58796887|ARID4A:58785260|rev|+	1	0.0518208763423	0	0	1
chr7|IQCE:2629740|IQCE:2629541|dup|+	1	0.892859352696	1	0.904375269206	1
chr22|TBC1D22A:47290742|TBC1D22A:47274549|rev|+	1	0.888514662212	0	0	1
chr10|ADAM12:127724715|ADAM12:127726918|rev|-	1	0.859095283518	0	0	1
chr15|CT60:21187309|CT60:21177435|rev|+	0	0.0	1	0.889816646742	1
chr1|YTHDF2:29070498|YTHDF2:29068915|dup|+	1	0.746176345908	1	0.857516544497	2
chr1|PRUNE:150999803|PRUNE:150997087|rev|+	1	0.000877675893601	0	0	1
chr4|BST1:15720616|BST1:15713430|rev|+	1	0.875181790057	0	0	1
chr16|SRCAP:30715636|SRCAP:30715385|dup|+	0	0.0	1	0.909420357027	1
chr10|KIN:7820801|KIN:7822270|rev|-	1	0.880912337711	1	0.714146069962	1
chr7|MLL3:151946961|MLL3:151948051|rev|-	0	0.0	1	0.857896340147	1
chr2|GFPT1:69575303|GFPT1:69577315|rev|-	0	0.0	1	0.909420122463	1
chr12|TMBIM4:66539621|TMBIM4:66547228|rev|-	0	0.0	1	0.909792939275	1
chr17|CDK12:37646986|CDK12:37646810|dup|+	0	0.0	1	0.90187752129	1
chr19|CNN2:1032695|CNN2:1032391|rev|+	0	0.0	1	0.068655764124	1
chr2|UBXN2A:24207701|UBXN2A:24181171|rev|+	1	0.89208724188	0	0	1
chr8|RAB2A:61504528|RAB2A:61496767|rev|+	1	0.892858579284	0	0	1
chr19|RELB:45532250|RELB:45525311|rev|+	0	0.0	1	0.895621950983	1
chr2|PUM2:20453583|PUM2:20455931|rev|-	1	0.787848806082	0	0	1
chr4|FAT1:187532540|FAT1:187630999|rev|-	1	0.00241152148873	0	0	1
chr13|RB1:48955579|RB1:48923092|rev|+	1	0.889887422463	0	0	1
